,song_number,song_name,song_root_note,song_mode
321,321,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_SMF_16_R1_2004_01-08_ORIG_MID--AUDIO_16_R1_2004_06_Track06_wav.midi,A-,Ionian
322,322,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_SMF_16_R1_2004_01-08_ORIG_MID--AUDIO_16_R1_2004_08_Track08_wav.midi,B-,Dorian
323,323,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_SMF_16_R1_2004_01-08_ORIG_MID--AUDIO_16_R1_2004_13_Track13_wav.midi,e,Aeolian
324,324,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_SMF_17_R1_2004_01-02_ORIG_MID--AUDIO_20_R2_2004_02_Track02_wav.midi,g,Aeolian
325,325,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_SMF_17_R1_2004_01-02_ORIG_MID--AUDIO_20_R2_2004_04_Track04_wav.midi,B-,Ionian
326,326,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_SMF_17_R1_2004_01-02_ORIG_MID--AUDIO_20_R2_2004_06_Track06_wav.midi,g,Aeolian
327,327,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_02_Track02_wav--1.midi,F#,Ionian
328,328,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_02_Track02_wav--2.midi,E-,Ionian
329,329,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_03_Track03_wav.midi,E-,Ionian
330,330,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_06_Track06_wav.midi,g,Phrygian
331,331,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_08_Track08_wav.midi,f#,Aeolian
332,332,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_12_Track12_wav--1.midi,d,Dorian
333,333,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_12_Track12_wav--2.midi,g,Phrygian
334,334,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_SMF_17_R1_2004_04_ORIG_MID--AUDIO_17_R1_2004_09_Track09_wav.midi,c#,Harmonic_minor
335,335,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_SMF_17_R1_2004_04_ORIG_MID--AUDIO_17_R1_2004_11_Track11_wav.midi,C,Ionian
336,336,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_03_Track03_wav.midi,G,Ionian
337,337,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_05_Track05_wav.midi,G,Ionian
338,338,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_10_Track10_wav.midi,C,Ionian
339,339,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_17_Track17_wav.midi,D,Poorvi
340,340,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_01_R1_2004_01-02_ORIG_MID--AUDIO_01_R1_2004_02_Track02_wav.midi,A-,Ionian
341,341,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_01_R1_2004_01-02_ORIG_MID--AUDIO_01_R1_2004_03_Track03_wav.midi,A-,Ionian
342,342,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_01_R1_2004_03_ORIG_MID--AUDIO_01_R1_2004_04_Track04_wav.midi,A-,Lydian
343,343,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_01_R1_2004_04-05_ORIG_MID--AUDIO_01_R1_2004_05_Track05_wav.midi,A-,Ionian
344,344,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_01_R1_2004_04-05_ORIG_MID--AUDIO_01_R1_2004_06_Track06_wav.midi,b-,Dorian
345,345,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_03_R1_2004_01-02_ORIG_MID--AUDIO_03_R1_2004_01_Track01_wav.midi,b-,Aeolian
346,346,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_03_R1_2004_01-02_ORIG_MID--AUDIO_03_R1_2004_02_Track02_wav.midi,e-,Harmonic_minor
347,347,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_04_R1_2004_01-02_ORIG_MID--AUDIO_04_R1_2004_01_Track01_wav.midi,a,Harmonic_minor
348,348,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_04_R1_2004_01-02_ORIG_MID--AUDIO_04_R1_2004_02_Track02_wav.midi,C,Ionian
349,349,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_04_Track04_wav.midi,g#,Aeolian
350,350,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_05_Track05_wav.midi,f#,Aeolian
351,351,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_06_Track06_wav.midi,f,Dorian
352,352,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_04_R1_2004_06_ORIG_MID--AUDIO_04_R1_2004_08_Track08_wav.midi,F#,Harmonic_minor
353,353,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_04_R2_2004_01_ORIG_MID--AUDIO_04_R2_2004_01_Track01_wav.midi,G,Ionian
354,354,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_04_R2_2004_01_ORIG_MID--AUDIO_04_R2_2004_02_Track02_wav.midi,G,Ionian
355,355,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_06_R1_2004_01_ORIG_MID--AUDIO_06_R1_2004_01_Track01_wav.midi,g#,Dorian
356,356,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_06_R1_2004_02-03_ORIG_MID--AUDIO_06_R1_2004_05_Track05_wav.midi,f#,Aeolian
357,357,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_06_R2_2004_01_ORIG_MID--AUDIO_06_R2_2004_01_Track01_wav.midi,c,Aeolian
358,358,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_06_R2_2004_01_ORIG_MID--AUDIO_06_R2_2004_02_Track02_wav.midi,A-,Ionian
359,359,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_06_R2_2004_01_ORIG_MID--AUDIO_06_R2_2004_03_Track03_wav.midi,A-,Ionian
360,360,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_08_R1_2004_01-02_ORIG_MID--AUDIO_08_R1_2004_01_Track01_wav.midi,d,Aeolian
361,361,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_08_R1_2004_01-02_ORIG_MID--AUDIO_08_R1_2004_02_Track02_wav.midi,f,Aeolian
362,362,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_08_R1_2004_03_ORIG_MID--AUDIO_08_R1_2004_03_Track03_wav.midi,F#,Ionian
363,363,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_08_R1_2004_04-06_ORIG_MID--AUDIO_08_R1_2004_04_Track04_wav.midi,B-,Ionian
364,364,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_08_R1_2004_04-06_ORIG_MID--AUDIO_08_R1_2004_05_Track05_wav--1.midi,e,Dorian
365,365,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_08_R1_2004_04-06_ORIG_MID--AUDIO_08_R1_2004_05_Track05_wav--2.midi,e,Harmonic_minor
366,366,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_01_Track01_wav.midi,d,Aeolian
367,367,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_02_Track02_wav.midi,E-,Ionian
368,368,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_03_Track03_wav.midi,E-,Ionian
369,369,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_09_R1_2004_05_ORIG_MID--AUDIO_09_R1_2004_06_Track06_wav.midi,b,Ionian
370,370,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_09_R1_2004_05_ORIG_MID--AUDIO_09_R1_2004_07_Track07_wav.midi,E,Ionian
371,371,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_09_R1_2004_05_ORIG_MID--AUDIO_09_R1_2004_08_Track08_wav.midi,B,Ionian
372,372,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_10_R1_2004_01-02_ORIG_MID--AUDIO_10_R1_2004_01_Track01_wav.midi,E-,Ionian
373,373,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_10_R1_2004_01-02_ORIG_MID--AUDIO_10_R1_2004_02_Track02_wav.midi,E-,Ionian
374,374,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_10_R1_2004_03-04_ORIG_MID--AUDIO_10_R1_2004_03_Track03_wav.midi,E,Ionian
375,375,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_10_R1_2004_05_ORIG_MID--AUDIO_10_R1_2004_05_Track05_wav.midi,A-,Ionian
376,376,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_11_R1_2004_01-02_ORIG_MID--AUDIO_11_R1_2004_01_Track01_wav.midi,C,Ionian
377,377,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_11_R1_2004_01-02_ORIG_MID--AUDIO_11_R1_2004_02_Track02_wav.midi,a,Mixolydian
378,378,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_11_R1_2004_03-04_ORIG_MID--AUDIO_11_R1_2004_03_Track03_wav.midi,e,Aeolian
379,379,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_11_R1_2004_03-04_ORIG_MID--AUDIO_11_R1_2004_04_Track04_wav.midi,c#,Dorian
380,380,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_14_R1_2004_01-03_ORIG_MID--AUDIO_14_R1_2004_01_Track01_wav.midi,B-,Ionian
381,381,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_14_R1_2004_01-03_ORIG_MID--AUDIO_14_R1_2004_03_Track03_wav.midi,E,Ionian
382,382,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_14_R1_2004_04_ORIG_MID--AUDIO_14_R1_2004_04_Track04_wav.midi,F,Ionian
383,383,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_14_R1_2004_04_ORIG_MID--AUDIO_14_R1_2004_05_Track05_wav.midi,f,Aeolian
384,384,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_14_R1_2004_04_ORIG_MID--AUDIO_14_R1_2004_06_Track06_wav.midi,F,Ionian
385,385,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_01_Track01_wav.midi,B-,Harmonic_minor
386,386,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_02_Track02_wav.midi,c#,Phrygian
387,387,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_03_Track03_wav.midi,b-,Dorian
388,388,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_04_Track04_wav.midi,g,Aeolian
389,389,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_15_R1_2004_01-02_ORIG_MID--AUDIO_15_R1_2004_01_Track01_wav.midi,F,Ionian
390,390,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_15_R1_2004_01-02_ORIG_MID--AUDIO_15_R1_2004_02_Track02_wav.midi,a,Harmonic_minor
391,391,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_15_R1_2004_03_ORIG_MID--AUDIO_15_R1_2004_03_Track03_wav.midi,E-,Ionian
392,392,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_15_R1_2004_04_ORIG_MID--AUDIO_15_R1_2004_04_Track04_wav.midi,b-,Harmonic_minor
393,393,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_15_R2_2004_01_ORIG_MID--AUDIO_15_R2_2004_01_Track01_wav.midi,D,Ionian
394,394,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_15_R2_2004_01_ORIG_MID--AUDIO_15_R2_2004_02_Track02_wav.midi,A,Mixolydian
395,395,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_15_R2_2004_01_ORIG_MID--AUDIO_15_R2_2004_03_Track03_wav.midi,D,Ionian
396,396,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_15_R2_2004_01_ORIG_MID--AUDIO_15_R2_2004_04_Track04_wav.midi,D,Ionian
397,397,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_01_Track01_wav.midi,B-,Harmonic_minor
398,398,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_02_Track02_wav.midi,c#,Aeolian
399,399,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_03_Track03_wav.midi,b-,Dorian
400,400,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_04_Track04_wav.midi,g,Aeolian
401,401,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_17_R2_2004_01_ORIG_MID--AUDIO_17_R2_2004_01_Track01_wav.midi,G,Ionian
402,402,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_17_R2_2004_01_ORIG_MID--AUDIO_17_R2_2004_02_Track02_wav.midi,D,Ionian
403,403,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_17_R2_2004_01_ORIG_MID--AUDIO_17_R2_2004_03_Track03_wav.midi,b,Harmonic_minor
404,404,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_17_R2_2004_01_ORIG_MID--AUDIO_17_R2_2004_04_Track04_wav.midi,G,Mixolydian
405,405,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_02_Track02_wav.midi,e,Aeolian
406,406,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_03_Track03_wav.midi,d,Aeolian
407,407,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_04_Track04_wav.midi,B-,Harmonic_minor
408,408,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_05_Track05_wav.midi,g,Aeolian
409,409,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_18_R1_2004_04_ORIG_MID--AUDIO_18_R1_2004_07_Track07_wav.midi,B,Ionian
410,410,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_19_R1_2004_01-02_ORIG_MID--AUDIO_19_R1_2004_01_Track01_wav.midi,D,Ionian
411,411,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_19_R1_2004_01-02_ORIG_MID--AUDIO_19_R1_2004_02_Track02_wav.midi,d,Dorian
412,412,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_19_R1_2004_01-02_ORIG_MID--AUDIO_19_R1_2004_03_Track03_wav.midi,G,Melodic_minor_ascend
413,413,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_19_R2_2004_01_ORIG_MID--AUDIO_19_R2_2004_01_Track01_wav.midi,c,Aeolian
414,414,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_19_R2_2004_01_ORIG_MID--AUDIO_19_R2_2004_02_Track02_wav.midi,A-,Ionian
415,415,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_19_R2_2004_01_ORIG_MID--AUDIO_19_R2_2004_03_Track03_wav.midi,A-,Ionian
416,416,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_20_R2_2004_01_ORIG_MID--AUDIO_20_R1_2004_01_Track01_wav.midi,G,Ionian
417,417,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_20_R2_2004_01_ORIG_MID--AUDIO_20_R1_2004_02_Track02_wav.midi,D,Ionian
418,418,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_20_R2_2004_01_ORIG_MID--AUDIO_20_R1_2004_03_Track03_wav.midi,G,Ionian
419,419,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,b-,Dorian
420,420,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_21_R1_2004_02_ORIG_MID--AUDIO_21_R1_2004_02_Track02_wav.midi,d,Harmonic_minor
421,421,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_21_R1_2004_02_ORIG_MID--AUDIO_21_R1_2004_03_Track03_wav.midi,B-,Lydian
422,422,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_21_R1_2004_03_ORIG_MID--AUDIO_21_R1_2004_04_Track04_wav.midi,e-,Harmonic_minor
423,423,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_22_R2_2004_01_ORIG_MID--AUDIO_22_R2_2004_01_Track01_wav.midi,c,Aeolian
424,424,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_22_R2_2004_01_ORIG_MID--AUDIO_22_R2_2004_02_Track02_wav.midi,A-,Ionian
425,425,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_22_R2_2004_01_ORIG_MID--AUDIO_22_R2_2004_03_Track03_wav.midi,E-,Ionian
426,426,after mid-term\dataset\dataset\2004\MIDI-Unprocessed_XP_22_R2_2004_01_ORIG_MID--AUDIO_22_R2_2004_04_Track04_wav.midi,f,Phrygian
427,427,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_01_Track01_wav.midi,f#,Aeolian
428,428,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_02_Track02_wav.midi,G,Ionian
429,429,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_03_Track03_wav.midi,A-,Ionian
430,430,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_04_Track04_wav.midi,b,Aeolian
431,431,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_05_Track05_wav.midi,c#,Aeolian
432,432,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_01_Track01_wav.midi,a,Melodic_minor_ascend
433,433,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_02_Track02_wav.midi,f#,Harmonic_minor
434,434,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_03_Track03_wav.midi,A,Ionian
435,435,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_02_R1_2006_01-04_ORIG_MID--AUDIO_02_R1_2006_01_Track01_wav.midi,E-,Ionian
436,436,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_02_R1_2006_01-04_ORIG_MID--AUDIO_02_R1_2006_02_Track02_wav.midi,a,Phrygian
437,437,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_02_R1_2006_01-04_ORIG_MID--AUDIO_02_R1_2006_03_Track03_wav.midi,A,Marva
438,438,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_03_R1_2006_01-05_ORIG_MID--AUDIO_03_R1_2006_04_Track04_wav.midi,B-,Poorvi
439,439,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_03_R1_2006_01-05_ORIG_MID--AUDIO_03_R1_2006_05_Track05_wav.midi,B-,Harmonic_minor
440,440,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_04_R1_2006_01-04_ORIG_MID--AUDIO_04_R1_2006_01_Track01_wav.midi,b-,Dorian
441,441,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_04_R1_2006_01-04_ORIG_MID--AUDIO_04_R1_2006_02_Track02_wav.midi,C,Dorian
442,442,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_04_R1_2006_01-04_ORIG_MID--AUDIO_04_R1_2006_03_Track03_wav.midi,f#,Aeolian
443,443,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_04_R1_2006_01-04_ORIG_MID--AUDIO_04_R1_2006_04_Track04_wav.midi,e-,Harmonic_minor
444,444,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_05_R1_2006_01-05_ORIG_MID--AUDIO_05_R1_2006_01_Track01_wav.midi,F#,Ionian
445,445,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_05_R1_2006_01-05_ORIG_MID--AUDIO_05_R1_2006_02_Track02_wav.midi,e-,Dorian
446,446,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_05_R1_2006_01-05_ORIG_MID--AUDIO_05_R1_2006_03_Track03_wav.midi,C,Locrian
447,447,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_05_R2_2006_01_ORIG_MID--AUDIO_05_R2_2006_01_Track01_wav.midi,B-,Harmonic_minor
448,448,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_05_R2_2006_01_ORIG_MID--AUDIO_05_R2_2006_02_Track02_wav.midi,c#,Aeolian
449,449,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_05_R2_2006_01_ORIG_MID--AUDIO_05_R2_2006_03_Track03_wav.midi,B-,Ionian
450,450,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_06_R1_2006_01-04_ORIG_MID--AUDIO_06_R1_2006_01_Track01_wav.midi,F,Ionian
451,451,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_06_R1_2006_01-04_ORIG_MID--AUDIO_06_R1_2006_02_Track02_wav.midi,C,Ionian
452,452,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_06_R1_2006_01-04_ORIG_MID--AUDIO_06_R1_2006_03_Track03_wav.midi,B,Ionian
453,453,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_06_R1_2006_01-04_ORIG_MID--AUDIO_06_R1_2006_04_Track04_wav.midi,D,Ionian
454,454,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_07_R1_2006_01-04_ORIG_MID--AUDIO_07_R1_2006_01_Track01_wav.midi,d,Harmonic_minor
455,455,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_07_R1_2006_01-04_ORIG_MID--AUDIO_07_R1_2006_02_Track02_wav.midi,B-,Ionian
456,456,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_07_R1_2006_01-04_ORIG_MID--AUDIO_07_R1_2006_03_Track03_wav.midi,B,Ionian
457,457,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_07_R1_2006_01-04_ORIG_MID--AUDIO_07_R1_2006_04_Track04_wav.midi,A,Phrygian
458,458,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_01_Track01_wav.midi,a,Melodic_minor_ascend
459,459,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_02_Track02_wav.midi,f#,Harmonic_minor
460,460,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_03_Track03_wav.midi,D,Ionian
461,461,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_04_Track04_wav.midi,A,Ionian
462,462,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_08_R1_2006_01-04_ORIG_MID--AUDIO_08_R1_2006_Disk1_01_Track01_wav.midi,D,Bhairav
463,463,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_08_R1_2006_01-04_ORIG_MID--AUDIO_08_R1_2006_Disk1_02_Track02_wav.midi,f,Harmonic_minor
464,464,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_08_R1_2006_01-04_ORIG_MID--AUDIO_08_R1_2006_Disk1_03_Track03_wav.midi,c#,Aeolian
465,465,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_01_Track01_wav.midi,a,Melodic_minor_ascend
466,466,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_02_Track02_wav.midi,f#,Harmonic_minor
467,467,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_03_Track03_wav.midi,A,Ionian
468,468,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_09_R1_2006_01-04_ORIG_MID--AUDIO_09_R1_2006_01_Track01_wav.midi,b-,Todi
469,469,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_09_R1_2006_01-04_ORIG_MID--AUDIO_09_R1_2006_02_Track02_wav.midi,D,Poorvi
470,470,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_09_R1_2006_01-04_ORIG_MID--AUDIO_09_R1_2006_03_Track03_wav.midi,d,Harmonic_minor
471,471,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_09_R1_2006_01-04_ORIG_MID--AUDIO_09_R1_2006_04_Track04_wav.midi,e,Aeolian
472,472,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_09_R2_2006_01_ORIG_MID--AUDIO_09_R2_2006_01_Track01_wav.midi,B-,Harmonic_minor
473,473,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_09_R2_2006_01_ORIG_MID--AUDIO_09_R2_2006_02_Track02_wav.midi,c#,Aeolian
474,474,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_09_R2_2006_01_ORIG_MID--AUDIO_09_R2_2006_03_Track03_wav.midi,B-,Ionian
475,475,after mid-term\dataset\dataset\2006\MIDI-Unprocessed_10_R1_2006_01-04_ORIG_MID--AUDIO_10_R1_2006_02_Track02_wav.midi,d,Ionian
